bit_size,algorithm,k,sample,multiplications,squarings,total_ops
1024,sliding,6,10,175,1020,1195
1024,kary,8,10,381,1016,1397
1024,sliding,8,10,240,1020,1260
1024,binary_lr,,11,514,1024,1538
1024,binary_rl,,11,514,1023,1537
1024,kary,2,11,513,1022,1535
1024,sliding,2,11,347,1023,1370
1024,kary,4,11,269,1020,1289
1024,sliding,4,11,214,1021,1235
1024,kary,6,11,232,1020,1252
1024,sliding,6,11,178,1019,1197
1024,kary,8,11,381,1016,1397
1024,sliding,8,11,242,1017,1259
1024,binary_lr,,12,507,1024,1531
1024,binary_rl,,12,507,1023,1530
1024,kary,2,12,513,1022,1535
1024,sliding,2,12,341,1024,1365
1024,kary,4,12,269,1020,1289
1024,sliding,4,12,208,1021,1229
1024,kary,6,12,232,1020,1252
1024,sliding,6,12,176,1019,1195
1024,kary,8,12,381,1016,1397
1024,sliding,8,12,239,1017,1256
1024,binary_lr,,13,525,1024,1549
1024,binary_rl,,13,525,1023,1548
1024,kary,2,13,513,1022,1535
1024,sliding,2,13,352,1024,1376
1024,kary,4,13,269,1020,1289
1024,sliding,4,13,218,1021,1239
1024,kary,6,13,232,1020,1252
1024,sliding,6,13,177,1021,1198
1024,kary,8,13,381,1016,1397
1024,sliding,8,13,239,1017,1256
1024,binary_lr,,14,492,1024,1516
1024,binary_rl,,14,492,1023,1515
1024,kary,2,14,513,1022,1535
1024,sliding,2,14,338,1024,1362
1024,kary,4,14,269,1020,1289
1024,sliding,4,14,210,1021,1231
1024,kary,6,14,232,1020,1252
1024,sliding,6,14,178,1020,1198
1024,kary,8,14,381,1016,1397
1024,sliding,8,14,239,1020,1259
1024,binary_lr,,15,516,1024,1540
1024,binary_rl,,15,516,1023,1539
1024,kary,2,15,513,1022,1535
1024,sliding,2,15,348,1024,1372
1024,kary,4,15,269,1020,1289
1024,sliding,4,15,212,1021,1233
1024,kary,6,15,232,1020,1252
1024,sliding,6,15,178,1021,1199
1024,kary,8,15,381,1016,1397
1024,sliding,8,15,239,1017,1256
1024,binary_lr,,16,502,1024,1526
1024,binary_rl,,16,502,1023,1525
1024,kary,2,16,513,1022,1535
1024,sliding,2,16,338,1023,1361
1024,kary,4,16,269,1020,1289
1024,sliding,4,16,210,1022,1232
1024,kary,6,16,232,1020,1252
1024,sliding,6,16,179,1019,1198
1024,kary,8,16,381,1016,1397
1024,sliding,8,16,238,1018,1256
1024,binary_lr,,17,495,1024,1519
1024,binary_rl,,17,495,1023,1518
1024,kary,2,17,513,1022,1535
1024,sliding,2,17,334,1023,1357
1024,kary,4,17,269,1020,1289
1024,sliding,4,17,208,1021,1229
1024,kary,6,17,232,1020,1252
1024,sliding,6,17,173,1020,1193
1024,kary,8,17,381,1016,1397
1024,sliding,8,17,238,1017,1255
1024,binary_lr,,18,507,1024,1531
1024,binary_rl,,18,507,1023,1530
1024,kary,2,18,513,1022,1535
1024,sliding,2,18,346,1024,1370
1024,kary,4,18,269,1020,1289
1024,sliding,4,18,207,1024,1231
1024,kary,6,18,232,1020,1252
1024,sliding,6,18,176,1020,1196
1024,kary,8,18,381,1016,1397
1024,sliding,8,18,236,1018,1254
1024,binary_lr,,19,520,1024,1544
1024,binary_rl,,19,520,1023,1543
1024,kary,2,19,513,1022,1535
1024,sliding,2,19,339,1023,1362
1024,kary,4,19,269,1020,1289
1024,sliding,4,19,210,1022,1232
1024,kary,6,19,232,1020,1252
1024,sliding,6,19,179,1019,1198
1024,kary,8,19,381,1016,1397
1024,sliding,8,19,240,1018,1258
2048,binary_lr,,0,1051,2048,3099
2048,binary_rl,,0,1051,2047,3098
2048,kary,2,0,1025,2046,3071
2048,sliding,2,0,691,2048,2739
2048,kary,4,0,525,2044,2569
2048,sliding,4,0,421,2046,2467
2048,kary,6,0,403,2046,2449
2048,sliding,6,0,328,2043,2371
2048,kary,8,0,509,2040,2549
2048,sliding,8,0,359,2042,2401
2048,binary_lr,,1,1017,2048,3065
2048,binary_rl,,1,1017,2047,3064
2048,kary,2,1,1025,2046,3071
2048,sliding,2,1,670,2048,2718
2048,kary,4,1,525,2044,2569
2048,sliding,4,1,411,2045,2456
2048,kary,6,1,403,2046,2449
2048,sliding,6,1,324,2043,2367
2048,kary,8,1,509,2040,2549
2048,sliding,8,1,354,2041,2395
2048,binary_lr,,2,1034,2048,3082
2048,binary_rl,,2,1034,2047,3081
2048,kary,2,2,1025,2046,3071
2048,sliding,2,2,675,2048,2723
2048,kary,4,2,525,2044,2569
2048,sliding,4,2,411,2048,2459
2048,kary,6,2,403,2046,2449
2048,sliding,6,2,320,2044,2364
2048,kary,8,2,509,2040,2549
2048,sliding,8,2,351,2041,2392
2048,binary_lr,,3,1061,2048,3109
2048,binary_rl,,3,1061,2047,3108
2048,kary,2,3,1025,2046,3071
2048,sliding,2,3,704,2047,2751
2048,kary,4,3,525,2044,2569
2048,sliding,4,3,430,2045,2475
2048,kary,6,3,403,2046,2449
2048,sliding,6,3,331,2043,2374
2048,kary,8,3,509,2040,2549
2048,sliding,8,3,353,2041,2394
2048,binary_lr,,4,1021,2048,3069
2048,binary_rl,,4,1021,2047,3068
2048,kary,2,4,1025,2046,3071
2048,sliding,2,4,679,2047,2726
2048,kary,4,4,525,2044,2569
2048,sliding,4,4,410,2045,2455
2048,kary,6,4,403,2046,2449
2048,sliding,6,4,322,2045,2367
2048,kary,8,4,509,2040,2549
2048,sliding,8,4,351,2041,2392
2048,binary_lr,,5,968,2048,3016
2048,binary_rl,,5,968,2047,3015
2048,kary,2,5,1025,2046,3071
2048,sliding,2,5,658,2047,2705
2048,kary,4,5,525,2044,2569
2048,sliding,4,5,405,2045,2450
2048,kary,6,5,403,2046,2449
2048,sliding,6,5,316,2043,2359
2048,kary,8,5,509,2040,2549
2048,sliding,8,5,348,2043,2391
2048,binary_lr,,6,1054,2048,3102
2048,binary_rl,,6,1054,2047,3101
2048,kary,2,6,1025,2046,3071
2048,sliding,2,6,708,2047,2755
2048,kary,4,6,525,2044,2569
2048,sliding,4,6,418,2045,2463
2048,kary,6,6,403,2046,2449
2048,sliding,6,6,325,2043,2368
2048,kary,8,6,509,2040,2549
2048,sliding,8,6,355,2043,2398
2048,binary_lr,,7,1047,2048,3095
2048,binary_rl,,7,1047,2047,3094
2048,kary,2,7,1025,2046,3071
2048,sliding,2,7,696,2047,2743
2048,kary,4,7,525,2044,2569
2048,sliding,4,7,424,2045,2469
2048,kary,6,7,403,2046,2449
2048,sliding,6,7,328,2043,2371
2048,kary,8,7,509,2040,2549
2048,sliding,8,7,357,2042,2399
2048,binary_lr,,8,996,2048,3044
2048,binary_rl,,8,996,2047,3043
2048,kary,2,8,1025,2046,3071
2048,sliding,2,8,673,2048,2721
2048,kary,4,8,525,2044,2569
2048,sliding,4,8,416,2048,2464
2048,kary,6,8,403,2046,2449
2048,sliding,6,8,320,2043,2363
2048,kary,8,8,509,2040,2549
2048,sliding,8,8,349,2041,2390
2048,binary_lr,,9,1052,2048,3100
2048,binary_rl,,9,1052,2047,3099
2048,kary,2,9,1025,2046,3071
2048,sliding,2,9,695,2048,2743
2048,kary,4,9,525,2044,2569
2048,sliding,4,9,424,2046,2470
2048,kary,6,9,403,2046,2449
2048,sliding,6,9,325,2043,2368
2048,kary,8,9,509,2040,2549
2048,sliding,8,9,355,2042,2397
2048,binary_lr,,10,1022,2048,3070
2048,binary_rl,,10,1022,2047,3069
2048,kary,2,10,1025,2046,3071
2048,sliding,2,10,682,2047,2729
2048,kary,4,10,525,2044,2569
2048,sliding,4,10,410,2047,2457
2048,kary,6,10,403,2046,2449
2048,sliding,6,10,322,2044,2366
2048,kary,8,10,509,2040,2549
2048,sliding,8,10,352,2044,2396
2048,binary_lr,,11,1028,2048,3076
2048,binary_rl,,11,1028,2047,3075
2048,kary,2,11,1025,2046,3071
2048,sliding,2,11,687,2048,2735
2048,kary,4,11,525,2044,2569
2048,sliding,4,11,419,2046,2465
2048,kary,6,11,403,2046,2449
2048,sliding,6,11,323,2046,2369
2048,kary,8,11,509,2040,2549
2048,sliding,8,11,354,2041,2395
2048,binary_lr,,12,1047,2048,3095
2048,binary_rl,,12,1047,2047,3094
2048,kary,2,12,1025,2046,3071
2048,sliding,2,12,688,2047,2735
2048,kary,4,12,525,2044,2569
2048,sliding,4,12,417,2047,2464
2048,kary,6,12,403,2046,2449
2048,sliding,6,12,329,2043,2372
2048,kary,8,12,509,2040,2549
2048,sliding,8,12,356,2043,2399
2048,binary_lr,,13,1027,2048,3075
2048,binary_rl,,13,1027,2047,3074
2048,kary,2,13,1025,2046,3071
2048,sliding,2,13,679,2048,2727
2048,kary,4,13,525,2044,2569
2048,sliding,4,13,422,2045,2467
2048,kary,6,13,403,2046,2449
2048,sliding,6,13,320,2044,2364
2048,kary,8,13,509,2040,2549
2048,sliding,8,13,352,2041,2393
2048,binary_lr,,14,984,2048,3032
2048,binary_rl,,14,984,2047,3031
2048,kary,2,14,1025,2046,3071
2048,sliding,2,14,661,2048,2709
2048,kary,4,14,525,2044,2569
2048,sliding,4,14,415,2045,2460
2048,kary,6,14,403,2046,2449
2048,sliding,6,14,322,2043,2365
2048,kary,8,14,509,2040,2549
2048,sliding,8,14,353,2041,2394
2048,binary_lr,,15,1019,2048,3067
2048,binary_rl,,15,1019,2047,3066
2048,kary,2,15,1025,2046,3071
2048,sliding,2,15,689,2047,2736
2048,kary,4,15,525,2044,2569
2048,sliding,4,15,419,2045,2464
2048,kary,6,15,403,2046,2449
2048,sliding,6,15,322,2045,2367
2048,kary,8,15,509,2040,2549
2048,sliding,8,15,354,2042,2396
2048,binary_lr,,16,1044,2048,3092
2048,binary_rl,,16,1044,2047,3091
2048,kary,2,16,1025,2046,3071
2048,sliding,2,16,701,2048,2749
2048,kary,4,16,525,2044,2569
2048,sliding,4,16,418,2045,2463
2048,kary,6,16,403,2046,2449
2048,sliding,6,16,322,2044,2366
2048,kary,8,16,509,2040,2549
2048,sliding,8,16,354,2044,2398
2048,binary_lr,,17,1015,2048,3063
2048,binary_rl,,17,1015,2047,3062
2048,kary,2,17,1025,2046,3071
2048,sliding,2,17,680,2048,2728
2048,kary,4,17,525,2044,2569
2048,sliding,4,17,417,2045,2462
2048,kary,6,17,403,2046,2449
2048,sliding,6,17,322,2044,2366
2048,kary,8,17,509,2040,2549
2048,sliding,8,17,356,2044,2400
2048,binary_lr,,18,1014,2048,3062
2048,binary_rl,,18,1014,2047,3061
2048,kary,2,18,1025,2046,3071
2048,sliding,2,18,679,2048,2727
2048,kary,4,18,525,2044,2569
2048,sliding,4,18,410,2045,2455
2048,kary,6,18,403,2046,2449
2048,sliding,6,18,321,2045,2366
2048,kary,8,18,509,2040,2549
2048,sliding,8,18,351,2042,2393
2048,binary_lr,,19,1008,2048,3056
2048,binary_rl,,19,1008,2047,3055
2048,kary,2,19,1025,2046,3071
2048,sliding,2,19,684,2048,2732
2048,kary,4,19,525,2044,2569
2048,sliding,4,19,413,2046,2459
2048,kary,6,19,403,2046,2449
2048,sliding,6,19,324,2043,2367
2048,kary,8,19,509,2040,2549
2048,sliding,8,19,355,2042,2397
4096,binary_lr,,0,2050,4096,6146
4096,binary_rl,,0,2050,4095,6145
4096,kary,2,0,2049,4094,6143
4096,sliding,2,0,1380,4096,5476
4096,kary,4,0,1037,4092,5129
4096,sliding,4,0,828,4093,4921
4096,kary,6,0,744,4092,4836
4096,sliding,6,0,610,4091,4701
4096,kary,8,0,765,4088,4853
4096,sliding,8,0,585,4090,4675
4096,binary_lr,,1,2036,4096,6132
4096,binary_rl,,1,2036,4095,6131
4096,kary,2,1,2049,4094,6143
4096,sliding,2,1,1351,4096,5447
4096,kary,4,1,1037,4092,5129
4096,sliding,4,1,820,4093,4913
4096,kary,6,1,744,4092,4836
4096,sliding,6,1,618,4091,4709
4096,kary,8,1,765,4088,4853
4096,sliding,8,1,580,4089,4669
4096,binary_lr,,2,2034,4096,6130
4096,binary_rl,,2,2034,4095,6129
4096,kary,2,2,2049,4094,6143
4096,sliding,2,2,1365,4095,5460
4096,kary,4,2,1037,4092,5129
4096,sliding,4,2,824,4093,4917
4096,kary,6,2,744,4092,4836
4096,sliding,6,2,617,4093,4710
4096,kary,8,2,765,4088,4853
4096,sliding,8,2,581,4093,4674
4096,binary_lr,,3,2070,4096,6166
4096,binary_rl,,3,2070,4095,6165
4096,kary,2,3,2049,4094,6143
4096,sliding,2,3,1367,4096,5463
4096,kary,4,3,1037,4092,5129
4096,sliding,4,3,832,4093,4925
4096,kary,6,3,744,4092,4836
4096,sliding,6,3,620,4091,4711
4096,kary,8,3,765,4088,4853
4096,sliding,8,3,583,4089,4672
4096,binary_lr,,4,2057,4096,6153
4096,binary_rl,,4,2057,4095,6152
4096,kary,2,4,2049,4094,6143
4096,sliding,2,4,1380,4095,5475
4096,kary,4,4,1037,4092,5129
4096,sliding,4,4,836,4093,4929
4096,kary,6,4,744,4092,4836
4096,sliding,6,4,618,4092,4710
4096,kary,8,4,765,4088,4853
4096,sliding,8,4,586,4089,4675
4096,binary_lr,,5,2105,4096,6201
4096,binary_rl,,5,2105,4095,6200
4096,kary,2,5,2049,4094,6143
4096,sliding,2,5,1397,4096,5493
4096,kary,4,5,1037,4092,5129
4096,sliding,4,5,830,4093,4923
4096,kary,6,5,744,4092,4836
4096,sliding,6,5,624,4093,4717
4096,kary,8,5,765,4088,4853
4096,sliding,8,5,586,4089,4675
4096,binary_lr,,6,2077,4096,6173
4096,binary_rl,,6,2077,4095,6172
4096,kary,2,6,2049,4094,6143
4096,sliding,2,6,1375,4095,5470
4096,kary,4,6,1037,4092,5129
4096,sliding,4,6,833,4094,4927
4096,kary,6,6,744,4092,4836
4096,sliding,6,6,617,4091,4708
4096,kary,8,6,765,4088,4853
4096,sliding,8,6,589,4090,4679
4096,binary_lr,,7,2036,4096,6132
4096,binary_rl,,7,2036,4095,6131
4096,kary,2,7,2049,4094,6143
4096,sliding,2,7,1377,4095,5472
4096,kary,4,7,1037,4092,5129
4096,sliding,4,7,822,4093,4915
4096,kary,6,7,744,4092,4836
4096,sliding,6,7,616,4092,4708
4096,kary,8,7,765,4088,4853
4096,sliding,8,7,577,4092,4669
4096,binary_lr,,8,2027,4096,6123
4096,binary_rl,,8,2027,4095,6122
4096,kary,2,8,2049,4094,6143
4096,sliding,2,8,1364,4096,5460
4096,kary,4,8,1037,4092,5129
4096,sliding,4,8,827,4094,4921
4096,kary,6,8,744,4092,4836
4096,sliding,6,8,618,4092,4710
4096,kary,8,8,765,4088,4853
4096,sliding,8,8,582,4092,4674
4096,binary_lr,,9,2028,4096,6124
4096,binary_rl,,9,2028,4095,6123
4096,kary,2,9,2049,4094,6143
4096,sliding,2,9,1371,4095,5466
4096,kary,4,9,1037,4092,5129
4096,sliding,4,9,827,4095,4922
4096,kary,6,9,744,4092,4836
4096,sliding,6,9,610,4091,4701
4096,kary,8,9,765,4088,4853
4096,sliding,8,9,579,4091,4670
4096,binary_lr,,10,2070,4096,6166
4096,binary_rl,,10,2070,4095,6165
4096,kary,2,10,2049,4094,6143
4096,sliding,2,10,1375,4096,5471
4096,kary,4,10,1037,4092,5129
4096,sliding,4,10,831,4096,4927
4096,kary,6,10,744,4092,4836
4096,sliding,6,10,618,4091,4709
4096,kary,8,10,765,4088,4853
4096,sliding,8,10,585,4089,4674
4096,binary_lr,,11,2079,4096,6175
4096,binary_rl,,11,2079,4095,6174
4096,kary,2,11,2049,4094,6143
4096,sliding,2,11,1376,4096,5472
4096,kary,4,11,1037,4092,5129
4096,sliding,4,11,832,4093,4925
4096,kary,6,11,744,4092,4836
4096,sliding,6,11,617,4091,4708
4096,kary,8,11,765,4088,4853
4096,sliding,8,11,584,4089,4673
4096,binary_lr,,12,2068,4096,6164
4096,binary_rl,,12,2068,4095,6163
4096,kary,2,12,2049,4094,6143
4096,sliding,2,12,1369,4096,5465
4096,kary,4,12,1037,4092,5129
4096,sliding,4,12,819,4093,4912
4096,kary,6,12,744,4092,4836
4096,sliding,6,12,611,4091,4702
4096,kary,8,12,765,4088,4853
4096,sliding,8,12,581,4089,4670
4096,binary_lr,,13,2069,4096,6165
4096,binary_rl,,13,2069,4095,6164
4096,kary,2,13,2049,4094,6143
4096,sliding,2,13,1384,4096,5480
4096,kary,4,13,1037,4092,5129
4096,sliding,4,13,831,4093,4924
4096,kary,6,13,744,4092,4836
4096,sliding,6,13,617,4091,4708
4096,kary,8,13,765,4088,4853
4096,sliding,8,13,585,4089,4674
4096,binary_lr,,14,2003,4096,6099
4096,binary_rl,,14,2003,4095,6098
4096,kary,2,14,2049,4094,6143
4096,sliding,2,14,1350,4096,5446
4096,kary,4,14,1037,4092,5129
4096,sliding,4,14,826,4093,4919
4096,kary,6,14,744,4092,4836
4096,sliding,6,14,610,4092,4702
4096,kary,8,14,765,4088,4853
4096,sliding,8,14,579,4090,4669
4096,binary_lr,,15,2010,4096,6106
4096,binary_rl,,15,2010,4095,6105
4096,kary,2,15,2049,4094,6143
4096,sliding,2,15,1347,4095,5442
4096,kary,4,15,1037,4092,5129
4096,sliding,4,15,812,4094,4906
4096,kary,6,15,744,4092,4836
4096,sliding,6,15,608,4092,4700
4096,kary,8,15,765,4088,4853
4096,sliding,8,15,574,4092,4666
4096,binary_lr,,16,2040,4096,6136
4096,binary_rl,,16,2040,4095,6135
4096,kary,2,16,2049,4094,6143
4096,sliding,2,16,1360,4096,5456
4096,kary,4,16,1037,4092,5129
4096,sliding,4,16,827,4094,4921
4096,kary,6,16,744,4092,4836
4096,sliding,6,16,611,4091,4702
4096,kary,8,16,765,4088,4853
4096,sliding,8,16,579,4089,4668
4096,binary_lr,,17,2032,4096,6128
4096,binary_rl,,17,2032,4095,6127
4096,kary,2,17,2049,4094,6143
4096,sliding,2,17,1358,4095,5453
4096,kary,4,17,1037,4092,5129
4096,sliding,4,17,822,4093,4915
4096,kary,6,17,744,4092,4836
4096,sliding,6,17,612,4093,4705
4096,kary,8,17,765,4088,4853
4096,sliding,8,17,584,4089,4673
4096,binary_lr,,18,2020,4096,6116
4096,binary_rl,,18,2020,4095,6115
4096,kary,2,18,2049,4094,6143
4096,sliding,2,18,1361,4096,5457
4096,kary,4,18,1037,4092,5129
4096,sliding,4,18,821,4096,4917
4096,kary,6,18,744,4092,4836
4096,sliding,6,18,620,4096,4716
4096,kary,8,18,765,4088,4853
4096,sliding,8,18,581,4090,4671
4096,binary_lr,,19,2037,4096,6133
4096,binary_rl,,19,2037,4095,6132
4096,kary,2,19,2049,4094,6143
4096,sliding,2,19,1360,4096,5456
4096,kary,4,19,1037,4092,5129
4096,sliding,4,19,817,4094,4911
4096,kary,6,19,744,4092,4836
4096,sliding,6,19,614,4091,4705
4096,kary,8,19,765,4088,4853
4096,sliding,8,19,576,4089,4665
